"","word","freq","logfreq","mlu","wordcount","args"
"8251","scarponi",6.80156435980275e-06,-11.8983579193282,5,8,"Italian"
"8252","Scarry",6.80156435980275e-06,-11.8983579193282,7,6,"Italian"
"8253","scartano",3.40078217990138e-06,-12.5915050998881,17,8,"Italian"
"8254","scartata",3.40078217990138e-06,-12.5915050998881,10,8,"Italian"
"8255","scatenato",3.40078217990138e-06,-12.5915050998881,21,9,"Italian"
"8256","scatola",0.000231253188233294,-8.371997394712,7.76470588235294,7,"Italian"
"8257","scatole",1.02023465397041e-05,-11.49289281122,8.33333333333333,7,"Italian"
"8258","scatoletta",6.80156435980275e-06,-11.8983579193282,2.5,10,"Italian"
"8259","scatolina",0.000146233633735759,-8.83030498419454,8.74418604651163,9,"Italian"
"8260","scatoline",3.40078217990138e-06,-12.5915050998881,25,9,"Italian"
"8261","scatolo",3.40078217990138e-06,-12.5915050998881,11,7,"Italian"
"8262","scatolona",6.80156435980275e-06,-11.8983579193282,13,9,"Italian"
"8263","scatolone",0.000102023465397041,-9.19030771822595,8.3,9,"Italian"
"8264","scatoloni",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"8265","scattato",6.80156435980275e-06,-11.8983579193282,5.5,8,"Italian"
"8266","scava",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"8267","scavalca",6.80156435980275e-06,-11.8983579193282,29,8,"Italian"
"8268","scavando",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"8269","scavato",3.40078217990138e-06,-12.5915050998881,15,7,"Italian"
"8270","scavava",1.02023465397041e-05,-11.49289281122,1.66666666666667,7,"Italian"
"8271","scavavi",3.40078217990138e-06,-12.5915050998881,3,7,"Italian"
"8272","scavena",3.40078217990138e-06,-12.5915050998881,1,7,"Italian"
"8273","sccc",3.40078217990138e-06,-12.5915050998881,8,4,"Italian"
"8274","scch",3.40078217990138e-06,-12.5915050998881,1,4,"Italian"
"8275","sce",6.80156435980275e-06,-11.8983579193282,8,3,"Italian"
"8276","scegli",1.02023465397041e-05,-11.49289281122,5.66666666666667,6,"Italian"
"8277","sceglie",6.80156435980275e-06,-11.8983579193282,8,7,"Italian"
"8278","scegliere",1.02023465397041e-05,-11.49289281122,6,9,"Italian"
"8279","sceglierli",3.40078217990138e-06,-12.5915050998881,11,10,"Italian"
"8280","sceglilo",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"8281","scegline",1.02023465397041e-05,-11.49289281122,3.33333333333333,8,"Italian"
"8282","scelgo",1.02023465397041e-05,-11.49289281122,11.3333333333333,6,"Italian"
"8283","scelta",6.80156435980275e-06,-11.8983579193282,6.5,6,"Italian"
"8284","scelto",1.02023465397041e-05,-11.49289281122,8.33333333333333,6,"Italian"
"8285","scemino",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"8286","scemo",1.70039108995069e-05,-10.982067187454,2.6,5,"Italian"
"8287","scena",6.80156435980275e-06,-11.8983579193282,6.5,5,"Italian"
"8288","scende",3.74086039789152e-05,-10.1936098270897,8.72727272727273,6,"Italian"
"8289","scendendo",1.36031287196055e-05,-11.2052107387682,7.75,9,"Italian"
"8290","scendere",4.08093861588165e-05,-10.1065984501001,5.66666666666667,8,"Italian"
"8291","scendevano",3.40078217990138e-06,-12.5915050998881,5,10,"Italian"
"8292","scendevo",3.40078217990138e-06,-12.5915050998881,21,8,"Italian"
"8293","scendi",0.00012242815847645,-9.00798616143199,6,6,"Italian"
"8294","scendiamo",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"8295","scendo",6.80156435980275e-06,-11.8983579193282,5.5,6,"Italian"
"8296","scendono",6.80156435980275e-06,-11.8983579193282,15,8,"Italian"
"8297","scene",3.40078217990138e-06,-12.5915050998881,9,5,"Italian"
"8298","scesa",3.40078217990138e-06,-12.5915050998881,5,5,"Italian"
"8299","sceso",1.70039108995069e-05,-10.982067187454,6.2,5,"Italian"
"8300","sch",3.40078217990138e-06,-12.5915050998881,1,3,"Italian"
"8301","scheda",3.40078217990138e-06,-12.5915050998881,8,6,"Italian"
"8302","schede",5.10117326985207e-05,-9.88345489878589,5.86666666666667,6,"Italian"
"8303","schemo",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"8304","scherzetti",3.40078217990138e-06,-12.5915050998881,4,10,"Italian"
"8305","scherzetto",1.02023465397041e-05,-11.49289281122,5.66666666666667,10,"Italian"
"8306","scherzi",1.02023465397041e-05,-11.49289281122,14.6666666666667,7,"Italian"
"8307","scherziamo",1.36031287196055e-05,-11.2052107387682,3.25,10,"Italian"
"8308","scherzo",3.06070396191124e-05,-10.3942805225519,6.11111111111111,7,"Italian"
"8309","schiac",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"8310","schiacci",3.74086039789152e-05,-10.1936098270897,3.63636363636364,8,"Italian"
"8311","schiaccia",0.000115626594116647,-9.06514457527194,5.55882352941176,9,"Italian"
"8312","schiacciamento",1.02023465397041e-05,-11.49289281122,4.66666666666667,14,"Italian"
"8313","schiacciamo",3.40078217990138e-06,-12.5915050998881,2,11,"Italian"
"8314","schiacciano",1.36031287196055e-05,-11.2052107387682,10,11,"Italian"
"8315","schiacciare",3.40078217990138e-06,-12.5915050998881,2,11,"Italian"
"8316","schiacciarla",3.40078217990138e-06,-12.5915050998881,5,12,"Italian"
"8317","schiacciata",3.74086039789152e-05,-10.1936098270897,7.45454545454545,11,"Italian"
"8318","schiacciatina",6.80156435980275e-06,-11.8983579193282,12.5,13,"Italian"
"8319","schiacciato",1.36031287196055e-05,-11.2052107387682,4.25,11,"Italian"
"8320","schiacciava",3.40078217990138e-06,-12.5915050998881,31,11,"Italian"
"8321","schiaccio",1.02023465397041e-05,-11.49289281122,1.33333333333333,9,"Italian"
"8322","schiaffo",3.40078217990138e-06,-12.5915050998881,7,8,"Italian"
"8323","schiena",3.74086039789152e-05,-10.1936098270897,11.6363636363636,7,"Italian"
"8324","schienale",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"8325","schifezza",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"8326","schifezzuola",3.40078217990138e-06,-12.5915050998881,15,12,"Italian"
"8327","schifo",6.46148614181262e-05,-9.64706612072166,5.05263157894737,6,"Italian"
"8328","Schildkröte",6.80156435980275e-06,-11.8983579193282,5,11,"Italian"
"8329","Schildkröten",3.40078217990138e-06,-12.5915050998881,1,12,"Italian"
"8330","schimmia",6.80156435980275e-06,-11.8983579193282,7,8,"Italian"
"8331","schinci",3.40078217990138e-06,-12.5915050998881,2,7,"Italian"
"8332","schiocchezze",3.40078217990138e-06,-12.5915050998881,3,12,"Italian"
"8333","schiuma",3.40078217990138e-06,-12.5915050998881,10,7,"Italian"
"8334","schizzano",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"8335","Schnee",3.40078217990138e-06,-12.5915050998881,7,6,"Italian"
"8336","schoko",3.40078217990138e-06,-12.5915050998881,6,6,"Italian"
"8337","schon",3.40078217990138e-06,-12.5915050998881,3,5,"Italian"
"8338","sci",3.40078217990138e-05,-10.2889200068941,11.7,3,"Italian"
"8339","scia",4.42101683387179e-05,-10.0265557424266,7.30769230769231,4,"Italian"
"8340","sciacqua",4.08093861588165e-05,-10.1065984501001,10.4166666666667,8,"Italian"
"8341","sciacquala",3.40078217990138e-06,-12.5915050998881,4,10,"Italian"
"8342","sciacqualo",3.40078217990138e-06,-12.5915050998881,6,10,"Italian"
"8343","sciacquare",3.40078217990138e-06,-12.5915050998881,5,10,"Italian"
"8344","sciacquata",3.40078217990138e-06,-12.5915050998881,4,10,"Italian"
"8345","sciacquati",3.40078217990138e-06,-12.5915050998881,5,10,"Italian"
"8346","sciacquato",3.40078217990138e-06,-12.5915050998881,5,10,"Italian"
"8347","sciacquava",3.40078217990138e-06,-12.5915050998881,27,10,"Italian"
"8348","sciacqui",1.02023465397041e-05,-11.49289281122,5,8,"Italian"
"8349","sciai",6.80156435980275e-06,-11.8983579193282,10,5,"Italian"
"8350","scialá",3.40078217990138e-06,-12.5915050998881,2,6,"Italian"
"8351","sciano",3.40078217990138e-06,-12.5915050998881,13,6,"Italian"
"8352","sciare",7.14164257779289e-05,-9.54698266216468,7.47619047619048,6,"Italian"
"8353","sciarpa",1.36031287196055e-05,-11.2052107387682,5.25,7,"Italian"
"8354","sciarpina",6.80156435980275e-06,-11.8983579193282,4,9,"Italian"
"8355","sciato",6.80156435980275e-06,-11.8983579193282,5,6,"Italian"
"8356","sciatori",6.80156435980275e-06,-11.8983579193282,6,8,"Italian"
"8357","sciava",6.80156435980275e-06,-11.8983579193282,8.5,6,"Italian"
"8358","scico",1.70039108995069e-05,-10.982067187454,4.6,5,"Italian"
"8359","scifo",3.40078217990138e-06,-12.5915050998881,11,5,"Italian"
"8360","scimmia",0.000187043019894576,-8.58417191465563,6.30909090909091,7,"Italian"
"8361","scimmie",5.10117326985207e-05,-9.88345489878589,4.73333333333333,7,"Italian"
"8362","scimmietta",2.38054752593096e-05,-10.6455949508328,5,10,"Italian"
"8363","scimmiette",1.02023465397041e-05,-11.49289281122,9.33333333333333,10,"Italian"
"8364","scimmina",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"8365","scimmione",2.7206257439211e-05,-10.5120635582083,4.5,9,"Italian"
"8366","scimmioni",3.40078217990138e-06,-12.5915050998881,9,9,"Italian"
"8367","scimmiotti",6.80156435980275e-06,-11.8983579193282,3,10,"Italian"
"8368","scimmiotto",1.70039108995069e-05,-10.982067187454,7.2,10,"Italian"
"8369","scimpanzé",6.80156435980275e-06,-11.8983579193282,8,9,"Italian"
"8370","sciocca",1.36031287196055e-05,-11.2052107387682,3.75,7,"Italian"
"8371","scioccherelli",3.40078217990138e-06,-12.5915050998881,8,13,"Italian"
"8372","sciocchezze",6.80156435980275e-06,-11.8983579193282,7,11,"Italian"
"8373","sciocchina",6.80156435980275e-06,-11.8983579193282,7.5,10,"Italian"
"8374","sciocchino",2.38054752593096e-05,-10.6455949508328,8.71428571428571,10,"Italian"
"8375","sciogliere",3.40078217990138e-06,-12.5915050998881,16,10,"Italian"
"8376","scioglierlo",3.40078217990138e-06,-12.5915050998881,4,11,"Italian"
"8377","sciolta",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"8378","sciolto",3.40078217990138e-06,-12.5915050998881,9,7,"Italian"
"8379","sciroppino",6.80156435980275e-06,-11.8983579193282,6,10,"Italian"
"8380","sciroppo",2.04046930794083e-05,-10.79974563066,6.33333333333333,8,"Italian"
"8381","sciupa",1.36031287196055e-05,-11.2052107387682,6.25,6,"Italian"
"8382","sciupano",6.80156435980275e-06,-11.8983579193282,9,8,"Italian"
"8383","sciupare",1.36031287196055e-05,-11.2052107387682,6.75,8,"Italian"
"8384","sciuparlo",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"8385","sciupato",3.40078217990138e-06,-12.5915050998881,7,8,"Italian"
"8386","sciupi",1.02023465397041e-05,-11.49289281122,12,6,"Italian"
"8387","scivola",2.04046930794083e-05,-10.79974563066,5,7,"Italian"
"8388","scivolano",1.36031287196055e-05,-11.2052107387682,8,9,"Italian"
"8389","scivolare",2.7206257439211e-05,-10.5120635582083,8.5,9,"Italian"
"8390","scivolata",1.36031287196055e-05,-11.2052107387682,11.25,9,"Italian"
"8391","scivolato",6.80156435980275e-06,-11.8983579193282,6,9,"Italian"
"8392","scivoli",8.50195544975344e-05,-9.3726292750199,6.68,7,"Italian"
"8393","scivolina",3.40078217990138e-06,-12.5915050998881,10,9,"Italian"
"8394","scivolo",0.000129229722836252,-8.95391894016172,6.55263157894737,7,"Italian"
"8395","scivololò",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"8396","scivolone",6.80156435980275e-06,-11.8983579193282,7,9,"Italian"
"8397","scivolosi",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"8398","scivoloso",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"8399","scocciato",3.40078217990138e-06,-12.5915050998881,3,9,"Italian"
"8400","scoiattoli",6.80156435980275e-06,-11.8983579193282,26,10,"Italian"
"8401","scoiattolini",3.40078217990138e-06,-12.5915050998881,5,12,"Italian"
"8402","scoiattolino",1.02023465397041e-05,-11.49289281122,9,12,"Italian"
"8403","scoiattolo",7.48172079578303e-05,-9.50046264652979,5.27272727272727,10,"Italian"
"8404","scolapiatti",1.02023465397041e-05,-11.49289281122,7.33333333333333,11,"Italian"
"8405","scolari",3.40078217990138e-06,-12.5915050998881,12,7,"Italian"
"8406","scolaro",3.40078217990138e-06,-12.5915050998881,11,7,"Italian"
"8407","scolta",3.40078217990138e-06,-12.5915050998881,10,6,"Italian"
"8408","scommettere",1.02023465397041e-05,-11.49289281122,8.66666666666667,11,"Italian"
"8409","scommetti",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"8410","scommetto",2.7206257439211e-05,-10.5120635582083,8.625,9,"Italian"
"8411","scomodo",6.80156435980275e-06,-11.8983579193282,5.5,7,"Italian"
"8412","scompone",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"8413","sconda",3.40078217990138e-06,-12.5915050998881,2,6,"Italian"
"8414","scontri",6.80156435980275e-06,-11.8983579193282,7,7,"Italian"
"8415","scontro",2.38054752593096e-05,-10.6455949508328,5.28571428571429,7,"Italian"
"8416","scontrosa",6.80156435980275e-06,-11.8983579193282,7,9,"Italian"
"8417","sconvolta",3.40078217990138e-06,-12.5915050998881,6,9,"Italian"
"8418","scopa",4.76109505186193e-05,-9.95244777027284,4.21428571428571,5,"Italian"
"8419","scopare",6.80156435980275e-06,-11.8983579193282,3.5,7,"Italian"
"8420","scope",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"8421","scoperta",3.40078217990138e-06,-12.5915050998881,13,8,"Italian"
"8422","scoperto",6.80156435980275e-06,-11.8983579193282,7,8,"Italian"
"8423","scopetta",3.40078217990138e-06,-12.5915050998881,3,8,"Italian"
"8424","scopettina",3.40078217990138e-06,-12.5915050998881,16,10,"Italian"
"8425","scopi",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"8426","scopina",1.02023465397041e-05,-11.49289281122,3.33333333333333,7,"Italian"
"8427","scopo",3.40078217990138e-06,-12.5915050998881,8,5,"Italian"
"8428","scoppi",2.38054752593096e-05,-10.6455949508328,5.85714285714286,6,"Italian"
"8429","scoppia",3.40078217990138e-05,-10.2889200068941,6.6,7,"Italian"
"8430","scoppiano",3.40078217990138e-06,-12.5915050998881,9,9,"Italian"
"8431","scoppiare",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"8432","scoppiasse",3.40078217990138e-06,-12.5915050998881,15,10,"Italian"
"8433","scoppiati",6.80156435980275e-06,-11.8983579193282,7.5,9,"Italian"
"8434","scoppiato",1.02023465397041e-05,-11.49289281122,6.33333333333333,9,"Italian"
"8435","scoppierà",3.40078217990138e-06,-12.5915050998881,3,9,"Italian"
"8436","scopri",1.36031287196055e-05,-11.2052107387682,7.5,6,"Italian"
"8437","scopro",3.40078217990138e-06,-12.5915050998881,11,6,"Italian"
"8438","scordano",3.40078217990138e-06,-12.5915050998881,14,8,"Italian"
"8439","scordata",2.7206257439211e-05,-10.5120635582083,12.5,8,"Italian"
"8440","scordate",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"8441","scordato",1.02023465397041e-05,-11.49289281122,9.66666666666667,8,"Italian"
"8442","scordona",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"8443","scorpione",6.80156435980275e-06,-11.8983579193282,4,9,"Italian"
"8444","scorpioni",3.40078217990138e-06,-12.5915050998881,1,9,"Italian"
"8445","scorrere",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"8446","scorsa",1.02023465397041e-05,-11.49289281122,10.6666666666667,6,"Italian"
"8447","scorso",1.36031287196055e-05,-11.2052107387682,9.75,6,"Italian"
"8448","scorte",3.40078217990138e-06,-12.5915050998881,8,6,"Italian"
"8449","scossa",6.80156435980275e-06,-11.8983579193282,13,6,"Italian"
"8450","scotch",6.80156435980275e-06,-11.8983579193282,12.5,6,"Italian"
"8451","scotta",7.48172079578303e-05,-9.50046264652979,3.72727272727273,6,"Italian"
"8452","scottato",6.80156435980275e-06,-11.8983579193282,11.5,8,"Italian"
"8453","scottava",3.40078217990138e-06,-12.5915050998881,16,8,"Italian"
"8454","scotti",3.40078217990138e-06,-12.5915050998881,11,6,"Italian"
"8455","scri",3.40078217990138e-06,-12.5915050998881,5,4,"Italian"
"8456","scritta",1.70039108995069e-05,-10.982067187454,18,7,"Italian"
"8457","scritte",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"8458","scritto",0.000187043019894576,-8.58417191465563,9.29090909090909,7,"Italian"
"8459","scrivania",2.04046930794083e-05,-10.79974563066,6.5,9,"Italian"
"8460","scrive",9.86226832171399e-05,-9.22420926990163,7.58620689655172,6,"Italian"
"8461","scrivendo",3.40078217990138e-06,-12.5915050998881,9,9,"Italian"
"8462","scriverci",3.40078217990138e-06,-12.5915050998881,23,9,"Italian"
"8463","scrivere",6.12140792382248e-05,-9.70113334199194,12.5555555555556,8,"Italian"
"8464","scriverò",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"8465","scriverti",3.40078217990138e-06,-12.5915050998881,10,9,"Italian"
"8466","scriveva",6.80156435980275e-06,-11.8983579193282,4.5,8,"Italian"
"8467","scrivevi",6.80156435980275e-06,-11.8983579193282,3.5,8,"Italian"
"8468","scrivi",4.76109505186193e-05,-9.95244777027284,5.35714285714286,6,"Italian"
"8469","scriviamo",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"8470","scrivo",6.80156435980275e-06,-11.8983579193282,5.5,6,"Italian"
"8471","scrivono",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"8472","scrivuta",1.02023465397041e-05,-11.49289281122,2.33333333333333,8,"Italian"
"8473","scscc",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"8474","scscsc",3.40078217990138e-06,-12.5915050998881,11,6,"Italian"
"8475","sctsctct",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"8476","scuderia",6.80156435980275e-06,-11.8983579193282,4.5,8,"Italian"
"8477","sculacci",1.36031287196055e-05,-11.2052107387682,7.5,8,"Italian"
"8478","sculaccia",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"8479","sculacciano",3.40078217990138e-06,-12.5915050998881,2,11,"Italian"
"8480","sculacciare",3.40078217990138e-06,-12.5915050998881,4,11,"Italian"
"8481","sculacciato",3.40078217990138e-06,-12.5915050998881,6,11,"Italian"
"8482","sculaccio",6.80156435980275e-06,-11.8983579193282,7,9,"Italian"
"8483","sculaccioni",2.04046930794083e-05,-10.79974563066,12,11,"Italian"
"8484","sculture",3.40078217990138e-06,-12.5915050998881,7,8,"Italian"
"8485","scuoiatolo",1.36031287196055e-05,-11.2052107387682,5.75,10,"Italian"
"8486","scuola",0.000309471178371025,-8.08064559337125,7.8021978021978,6,"Italian"
"8487","scuole",3.40078217990138e-06,-12.5915050998881,20,6,"Italian"
"8488","scuoti",3.40078217990138e-06,-12.5915050998881,1,6,"Italian"
"8489","scura",3.40078217990138e-06,-12.5915050998881,6,5,"Italian"
"8490","scuri",3.40078217990138e-06,-12.5915050998881,17,5,"Italian"
"8491","scuro",2.7206257439211e-05,-10.5120635582083,7.5,5,"Italian"
"8492","scusa",0.000312871960550927,-8.06971652283906,6.3695652173913,5,"Italian"
"8493","scusami",4.76109505186193e-05,-9.95244777027284,6.21428571428571,7,"Italian"
"8494","scusate",3.40078217990138e-06,-12.5915050998881,22,7,"Italian"
"8495","sdraia",3.40078217990138e-06,-12.5915050998881,20,6,"Italian"
"8496","sdraiano",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"8497","sdraiata",6.80156435980275e-06,-11.8983579193282,23,8,"Italian"
"8498","sdraiati",1.36031287196055e-05,-11.2052107387682,8,8,"Italian"
"8499","sdraiato",2.04046930794083e-05,-10.79974563066,7.5,8,"Italian"
"8500","sdraina",6.80156435980275e-06,-11.8983579193282,8,7,"Italian"
"8501","se",0.00365584084339398,-5.61142915932634,10.6493023255814,2,"Italian"
"8502","Se",3.40078217990138e-06,-12.5915050998881,1,2,"Italian"
"8503","sè",1.02023465397041e-05,-11.49289281122,4,2,"Italian"
"8504","secca",1.36031287196055e-05,-11.2052107387682,5.25,5,"Italian"
"8505","seccano",3.40078217990138e-06,-12.5915050998881,3,7,"Italian"
"8506","secchiello",6.12140792382248e-05,-9.70113334199194,7.16666666666667,10,"Italian"
"8507","secchietto",6.80156435980275e-06,-11.8983579193282,6,10,"Italian"
"8508","secchino",3.40078217990138e-06,-12.5915050998881,14,8,"Italian"
"8509","secchio",8.50195544975344e-05,-9.3726292750199,11.04,7,"Italian"
"8510","seconda",2.38054752593096e-05,-10.6455949508328,14.2857142857143,7,"Italian"
"8511","secondo",0.000244856316952899,-8.31483898087205,9.08333333333333,7,"Italian"
"8512","sedano",6.80156435980275e-06,-11.8983579193282,4.5,6,"Italian"
"8513","sede",3.40078217990138e-06,-12.5915050998881,1,4,"Italian"
"8514","sede'",3.40078217990138e-06,-12.5915050998881,5,5,"Italian"
"8515","seder",3.40078217990138e-06,-12.5915050998881,3,5,"Italian"
"8516","sedere",0.000309471178371025,-8.08064559337125,6.74725274725275,6,"Italian"
"8517","sederino",2.04046930794083e-05,-10.79974563066,5.83333333333333,8,"Italian"
"8518","sedermi",6.80156435980275e-06,-11.8983579193282,6.5,7,"Italian"
"8519","sederone",3.40078217990138e-06,-12.5915050998881,13,8,"Italian"
"8520","sedersi",1.36031287196055e-05,-11.2052107387682,5.25,7,"Italian"
"8521","sederti",2.38054752593096e-05,-10.6455949508328,4.42857142857143,7,"Italian"
"8522","sedia",0.000217650059513688,-8.43262201652843,6.875,5,"Italian"
"8523","sediamo",1.36031287196055e-05,-11.2052107387682,4.5,7,"Italian"
"8524","sedie",4.08093861588165e-05,-10.1065984501001,5.91666666666667,5,"Italian"
"8525","sediolina",1.70039108995069e-05,-10.982067187454,6.2,9,"Italian"
"8526","seduta",0.000210848495153885,-8.46437071484301,7.93548387096774,6,"Italian"
"8527","sedute",3.40078217990138e-06,-12.5915050998881,25,6,"Italian"
"8528","seduti",3.40078217990138e-05,-10.2889200068941,9.9,6,"Italian"
"8529","seduto",0.000156435980275463,-8.76286370339901,6.15217391304348,6,"Italian"
"8530","see",3.40078217990138e-06,-12.5915050998881,10,3,"Italian"
"8531","seee",3.40078217990138e-06,-12.5915050998881,9,4,"Italian"
"8532","seeh",3.40078217990138e-06,-12.5915050998881,7,4,"Italian"
"8533","Sefania",3.40078217990138e-06,-12.5915050998881,12,7,"Italian"
"8534","sega",1.70039108995069e-05,-10.982067187454,7,4,"Italian"
"8535","seggiola",0.000129229722836252,-8.95391894016172,9.89473684210526,8,"Italian"
"8536","seggiole",2.7206257439211e-05,-10.5120635582083,4.375,8,"Italian"
"8537","seggiolina",9.18211188573372e-05,-9.29566823388377,7.66666666666667,10,"Italian"
"8538","seggioline",3.06070396191124e-05,-10.3942805225519,6.11111111111111,10,"Italian"
"8539","seggiolino",4.08093861588165e-05,-10.1065984501001,7.75,10,"Italian"
"8540","seggiolone",6.12140792382248e-05,-9.70113334199194,5.55555555555556,10,"Italian"
"8541","seghe",3.40078217990138e-06,-12.5915050998881,15,5,"Italian"
"8542","segnato",3.40078217990138e-06,-12.5915050998881,8,7,"Italian"
"8543","segni",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"8544","segno",2.38054752593096e-05,-10.6455949508328,9.14285714285714,5,"Italian"
"8545","segue",3.40078217990138e-06,-12.5915050998881,6,5,"Italian"
"8546","segui",6.80156435980275e-06,-11.8983579193282,7.5,5,"Italian"
"8547","seguire",6.80156435980275e-06,-11.8983579193282,6.5,7,"Italian"
"8548","seguitemi",6.80156435980275e-06,-11.8983579193282,3,9,"Italian"
"8549","seh",3.06070396191124e-05,-10.3942805225519,6,3,"Italian"
"8550","sèh",6.80156435980275e-06,-11.8983579193282,4,3,"Italian"
"8551","sei",0.00266281244686278,-5.9283724038973,7.08301404853129,3,"Italian"
"8552","sella",2.04046930794083e-05,-10.79974563066,5.5,5,"Italian"
"8553","Selva",3.40078217990138e-06,-12.5915050998881,6,5,"Italian"
"8554","selvatica",3.40078217990138e-06,-12.5915050998881,13,9,"Italian"
"8555","semaforo",1.36031287196055e-05,-11.2052107387682,8.25,8,"Italian"
"8556","sembra",0.000363883693249447,-7.9186762654262,7.13084112149533,6,"Italian"
"8557","sembrano",3.06070396191124e-05,-10.3942805225519,7.11111111111111,8,"Italian"
"8558","sembrare",1.02023465397041e-05,-11.49289281122,11,8,"Italian"
"8559","sembrava",1.02023465397041e-05,-11.49289281122,5.33333333333333,8,"Italian"
"8560","sembravano",3.40078217990138e-06,-12.5915050998881,6,10,"Italian"
"8561","sembrerebbe",1.36031287196055e-05,-11.2052107387682,10.75,11,"Italian"
"8562","sembri",1.36031287196055e-05,-11.2052107387682,5.5,6,"Italian"
"8563","seme",3.40078217990138e-05,-10.2889200068941,16.1,4,"Italian"
"8564","semi",1.36031287196055e-05,-11.2052107387682,6.75,4,"Italian"
"8565","semicerchio",1.36031287196055e-05,-11.2052107387682,4,11,"Italian"
"8566","semini",1.70039108995069e-05,-10.982067187454,8.4,6,"Italian"
"8567","semino",3.40078217990138e-06,-12.5915050998881,14,6,"Italian"
"8568","semmai",6.80156435980275e-06,-11.8983579193282,3,6,"Italian"
"8569","semp",3.40078217990138e-06,-12.5915050998881,2,4,"Italian"
"8570","semplicamente",3.40078217990138e-06,-12.5915050998881,8,13,"Italian"
"8571","semplice",1.36031287196055e-05,-11.2052107387682,6.25,8,"Italian"
"8572","semplicemente",1.36031287196055e-05,-11.2052107387682,6.5,13,"Italian"
"8573","sempre",0.00102363543615031,-6.88439483513923,10.4352159468439,6,"Italian"
"8574","Semson",3.40078217990138e-06,-12.5915050998881,17,6,"Italian"
"8575","senno",3.40078217990138e-06,-12.5915050998881,8,5,"Italian"
"8576","sennò",0.000421696990307771,-7.77122353428306,9.87903225806452,5,"Italian"
"8577","seno",1.02023465397041e-05,-11.49289281122,11.3333333333333,4,"Italian"
"8578","sense",3.40078217990138e-06,-12.5915050998881,8,5,"Italian"
"8579","senso",2.04046930794083e-05,-10.79974563066,10.8333333333333,5,"Italian"
"8580","sente",0.000176840673354872,-8.64026138130667,9.46153846153846,5,"Italian"
"8581","senti",0.00161877231763306,-6.42608724565668,8.10924369747899,5,"Italian"
"8582","senti'",3.40078217990138e-06,-12.5915050998881,12,6,"Italian"
"8583","sentiamo",5.78132970583234e-05,-9.75829175583189,6.41176470588235,8,"Italian"
"8584","sentirà",3.40078217990138e-06,-12.5915050998881,17,7,"Italian"
"8585","sentire",0.000248257099132801,-8.30104565873971,9.84931506849315,7,"Italian"
"8586","sentirla",3.40078217990138e-06,-12.5915050998881,30,8,"Italian"
"8587","sentirlo",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"8588","sentirono",3.40078217990138e-06,-12.5915050998881,13,9,"Italian"
"8589","sentita",2.38054752593096e-05,-10.6455949508328,11,7,"Italian"
"8590","sentito",0.000261860227852406,-8.24769967803442,6.57142857142857,7,"Italian"
"8591","sentiva",3.40078217990138e-06,-12.5915050998881,13,7,"Italian"
"8592","sentivano",3.40078217990138e-06,-12.5915050998881,12,9,"Italian"
"8593","sentivi",3.40078217990138e-06,-12.5915050998881,11,7,"Italian"
"8594","sento",0.000102023465397041,-9.19030771822595,6.73333333333333,5,"Italian"
"8595","sentono",3.40078217990138e-06,-12.5915050998881,9,7,"Italian"
"8596","senza",0.000377486821969053,-7.88197489857577,8.22522522522523,5,"Italian"
"8597","separando",3.40078217990138e-06,-12.5915050998881,7,9,"Italian"
